"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",14,13,1
"Charles Delescluze","48,8524220084889","2,38063249737024",10,5,5
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",6,3,3
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",11,10,1
"Porte d'Ivry","48,8217687475965","2,36887067556381",13,10,3
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",6,2,4
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",13,12,1
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",12,12,0
"Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,7,2
"Jourdan - Monticelli","48,822032","2,329095",9,0,9
"Victor Hugo - La Pompe","48,8679522247086","2,28146318346262",15,15,0
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",15,15,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",15,15,0
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",14,0,14
"Place Albert Kahn","48,89579697978","2,3455855841349",10,1,9
Serrurier,"48,8804934032465","2,39806417375803",14,14,0
"Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",15,11,4
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",9,3,6
"Belleville - Télégraphe","48,8756045","2,3995549",14,4,10
"Cours de Vincennes - Davout","48,847238029966","2,4107042336225",3,3,0
"Saint-Denis - Université","48,9456343094696","2,36382979899645",6,6,0
"Génie - Mozart","48,7949023812189","2,37341836094856",12,7,5
"Edouard Tremblay - Julian Grimaux","48,781383825117","2,3723508417606",13,9,4
"Eugène Varlin - Place de la Paix","48,792862","2,363093",12,6,6
"Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",14,9,5
