"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Gare de l'Est - Verdun","48,876156054271","2,3609149083206",14,4,10
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",16,13,3
"Gare du Nord - Denain","48,879595787608","2,3544725775719",15,8,7
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",22,14,8
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",15,1,14
"Porte d'Italie","48,817161987719","2,36023630946875",9,7,2
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",16,0,16
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,6,3
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",14,13,1
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,7,2
"René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",11,5,6
"Place de la Porte de Châtillon","48,8242469","2,3186306",12,10,2
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",9,4,5
"Santé - Arago","48,8350765756206","2,34157372620449",15,9,6
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",10,8,2
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",10,10,0
"Vaugirard - Pasteur","48,840408688035","2,3154367133975",8,0,8
"Vigée-Lebrun - Anselme Payen","48,8386839416284","2,31104224920273",12,9,3
"Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",15,0,15
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",19,0,19
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639",10,0,10
"Cimetière de Montmartre","48,886472466142","2,3328901827335",15,0,15
"Docteurs Déjérine - Pte de Montreuil","48,853984481337","2,41208288897222",14,10,4
"Place du Maquis du Vercors","48,8773215794936","2,40837827324867",13,4,9
"Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",9,4,5
"Joffre - Aigle","48,904033","2,245096",9,0,9
"Place de la Division Leclerc","48,7938249886365","2,2731140430551",7,5,2
"Place Jean Mermoz","48,9220937","2,2718348",7,7,0
"Gare de Courbevoie","48,8993867","2,2506506",12,5,7
"Hôtel de Ville d'Asnières sur Seine","48,9099933002558","2,28823810815811",12,1,11
"Gare de la Garenne-Colombes","48,909752","2,239145",15,7,8
"Stalingrad - Germaine Tailleferre","48,8025720048132","2,37866912037134",12,8,4
"Karl Marx","48,7845279372932","2,36466679794556",15,13,2
"Saint-Placide - Cherche Midi","48,8490535919234","2,32531797140837",13,13,0
