"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Bois de Vincennes.","48,8338064","2,4132221",14,11,3
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983",9,7,2
"Hôpital - Campo-Formio","48,835405","2,358218",12,7,5
"Hôpital Pitié Salpêtrière","48,8377016","2,3604946",11,7,4
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",20,18,2
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",30,30,0
"Botzaris - Crimée","48,8795969869018","2,38879133374771",10,2,8
Serrurier,"48,8804934032465","2,39806417375803",14,1,13
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",12,12,0
"Belleville - Télégraphe","48,8756045","2,3995549",12,11,1
"Belleville - Pyrénées","48,8741908","2,3860039",15,13,2
"Manin - Carrières d'Amérique","48,8846721420946","2,39196985960007",11,5,6
"Edouard Pailleron - Bouret","48,8805976940705","2,37694948911667",9,9,0
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",11,11,0
"Pont de Levallois-bécon ","48,8984179","2,2791311",17,15,2
Mutualité,"48,848225572724","2,3502873256803",12,8,4
"Lallier - Trudaine ","48,8810924661796","2,34082248061895",12,6,6
