"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",14,14,0
"Richard Lenoir - Place de la Bastille","48,8538327","2,3697222",5,5,0
"Place de la Nation - Picpus","48,846821681548","2,4001130461693",9,5,4
"Saint-Mandé - Fabre d'Eglantine","48,8453579","2,3965022",15,15,0
"Pirogues de Bercy - Libourne","48,832308","2,38637",15,15,0
"Porte de Charenton","48,8312401058564","2,39891074597836",15,0,15
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983",13,5,8
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",13,9,4
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",4,4,0
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",5,5,0
"Hôpital - Campo-Formio","48,835405","2,358218",3,3,0
"Saint-Marcel - Hôpital","48,839504424583","2,36098941702293",3,2,1
"Gare d'Austerlitz","48,842524","2,364044",3,2,1
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",11,6,5
"Porte d'Ivry","48,8217687475965","2,36887067556381",18,14,4
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",27,11,16
"Hôpital Pitié Salpêtrière","48,8377016","2,3604946",3,3,0
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",14,0,14
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",34,19,15
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,4,5
"Porte d''Orléans","48,8227639","2,3249313",8,5,3
"Maine - Jean Zay","48,837925263898","2,3225428909063",12,12,0
"Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",26,26,0
"Hôpital Européen Georges Pompidou ","48,8376953191634","2,27537423372269",3,3,0
"Place Robert Guillemard","48,8361917280667","2,28112671600864",3,3,0
"Colonel Pierre Avia","48,8296843300915","2,27534258685029",3,3,0
"Paul Valery - Victor Hugo","48,8713740608016","2,28871285915375",8,8,0
"Crevaux - Bugeaud","48,8708094286695","2,28114900769185",12,12,0
"Sablons - Georges Mandel","48,863875","2,28189",14,14,0
"Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",13,13,0
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",30,30,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",15,15,0
"Belleville - Télégraphe","48,8756045","2,3995549",16,16,0
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",9,0,9
"Place du Maquis du Vercors","48,8773215794936","2,40837827324867",13,10,3
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",9,3,6
"Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",12,10,2
"Professeur René Leriche - Général Leclerc ","48,9078284548301","2,30788797140122",15,15,0
"Bara - Henri Farman","48,8332180274578","2,26775676012039",7,6,1
"Charles de Gaulle - Plateau de Vanves","48,8223308897326","2,29857180341289",9,5,4
"Quai des Célestins - Henri IV","48,8512971","2,3624535",3,3,0
"Place de la Bastille - Bourdon","48,852364355271","2,3681089282036",5,5,0
"Louis Xavier de Ricard - Ancienne Mairie","48,8462989906509","2,47242037206888",9,7,2
"Verdun - Carnot","48,8084393760649","2,37379521131516",14,10,4
"Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",9,9,0
"Sorbonne - Ecoles","48,849686566191","2,3434996604919",9,8,1
"Place Valhubert","48,844182577315","2,3640366643667",4,4,0
"Roquépine - Malesherbes","48,8734507339081","2,32040449976921",7,7,0
"Hoche - Tilsitt","48,874836457837","2,2971323132515",10,10,0
"Parme - Clichy","48,8812664242266","2,32819709345057",15,15,0
