"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",4,0,4
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",12,10,2
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",9,6,3
"Raymond Poincaré - Place Victor Hugo","48,87030612437","2,28507454142023",9,9,0
"Porte Molitor","48,8452476351143","2,25690152496099",9,0,9
"Grande Armée - Brunel","48,876116","2,288124",14,10,4
"Diane Arbus","48,898800717199","2,3524022474885",13,13,0
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",14,10,4
"Paul Signac - Aristide Briand","48,8695026215637","2,45022609829903",12,7,5
"Porte des Lilas - Faidherbe","48,8786185566898","2,41203278303146",30,15,15
"Le Goff - Gay-Lussac","48,8461024009786","2,34122078865767",14,9,5
"Hoche - Tilsitt","48,874836457837","2,2971323132515",9,3,6
