"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",40,40,0
"Gare du Nord - Place de Valenciennes","48,879089","2,354235",14,14,0
"Bastille - Biscornet","48,851355779579","2,369220033288",9,9,0
"Porte de Charenton","48,8312401058564","2,39891074597836",7,6,1
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",13,0,13
"Tremblay - Lac des Minimes","48,834131261494","2,4547516554594",9,9,0
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,3,6
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",12,0,12
"Primo Levi - Frigos","48,8309484484602","2,37965351592796",10,8,2
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",9,1,8
"Porte d'Ivry","48,8217687475965","2,36887067556381",11,11,0
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",25,21,4
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",14,14,0
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",27,3,24
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",8,7,1
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",12,12,0
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",13,9,4
"Ferrus - Saint-Jacques","48,8313878","2,3408563",9,5,4
"Cimetière de Montrouge","48,821466904768","2,3215785772007",9,4,5
"Didot - Mariniers","48,8265054361311","2,31313619827167",11,11,0
"Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,6,3
"Odessa - Départ","48,842885590081","2,3244281485677",13,13,0
"Porte de la Plaine","48,8280516960598","2,29242771863937",12,12,0
"Hôpital Européen Georges Pompidou ","48,8376953191634","2,27537423372269",10,10,0
"Porte de Saint Cloud - Parc des Princes","48,8386627570658","2,25251644849777",8,5,3
"Paul Valery - Victor Hugo","48,8713740608016","2,28871285915375",10,10,0
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",41,41,0
"Reims - Porte d'Asnières","48,891834448211","2,30014465995486",10,10,0
"Cimetière de Montmartre","48,886472466142","2,3328901827335",15,15,0
"Cité de la Musique","48,888796556487","2,3925811931922",15,15,0
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",14,14,0
"Belleville - Télégraphe","48,8756045","2,3995549",14,14,0
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",15,15,0
"Place du Maquis du Vercors","48,8773215794936","2,40837827324867",7,3,4
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",22,19,3
"Cours de Vincennes - Davout","48,847238029966","2,4107042336225",7,5,2
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",15,15,0
"Place Jules Ferry","48,8121079284148","2,32583731412888",4,4,0
"Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",15,7,8
Beffroy,"48,886591074488","2,26139456033707",11,11,0
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",7,7,0
"Pont de Levallois-bécon ","48,8984179","2,2791311",11,11,0
"Résistance - Parmentier","48,859651381313","2,43670508265495",9,8,1
"Champeaux - Gallieni","48,8644591346846","2,41617780178785",15,12,3
"Square du Théâtre du Garde-Chasse","48,8812873750606","2,42011964321137",11,7,4
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",5,5,0
"Bateliers - Quai de Seine","48,915817585516","2,3239533298594",6,6,0
"Place Eustache Deschamps","48,793855","2,336637",4,4,0
"Marc Sangnier - Division Leclerc","48,7859965230531","2,32995551079512",7,7,0
"Stalingrad - Henri Luisette","48,7836309245659","2,36693594676193",16,7,9
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",14,14,0
"Marignan - Champs-Elysées","48,869495661232","2,3066138139003",10,10,0
"Naples - Rome","48,8799607008462","2,32135869562626",5,5,0
"Batignolles - Beudant","48,8821640146638","2,31985297054052",10,10,0
"Lisbonne - Monceau","48,8774556768138","2,30969422141951",10,10,0
