"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Batignolles - Beudant","48,8821640146638","2,31985297054052",10,9,1
"Belleville - Télégraphe","48,8756045","2,3995549",6,6,0
"Brochant - Square des Batignolles ","48,8881869858103","2,31686114315115",15,15,0
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",9,6,3
"Buzenval - Avron","48,8516172049987","2,40151359730767",10,10,0
"Champeaux - Gallieni","48,8644591346846","2,41617780178785",9,2,7
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",13,7,6
"Choisy - Tolbiac","48,82591155587","2,3602393269539",10,9,1
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",20,5,15
"Concorde - Stalingrad","48,7985844","2,3821302",14,6,8
"Cours de Vincennes - Davout","48,847238029966","2,4107042336225",6,5,1
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",8,6,2
"François Debergue - Croix de Chavaux","48,8574217080721","2,4375781416893",14,14,0
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",9,9,0
"Gare Rer de Fontenay sous Bois","48,8436279","2,4630465",15,9,6
"Gare Saint-Lazare - Isly","48,8747776776213","2,32651580478466",14,0,14
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",13,9,4
"Gay Lussac - Saint-Jacques","48,8447302561321","2,34192394486641",12,5,7
"Génie - Mozart","48,7949023812189","2,37341836094856",15,10,5
"Hélène et François Missoffe - Emile Borel","48,8999065384349","2,32154399167484",17,6,11
"Hôtel de Ville de Saint-Ouen","48,911380185786","2,3340076807601",18,18,0
"Indre - Prairies","48,8625439850678","2,40329045802355",9,7,2
"Le Vau - Maurice Bertaux","48,8680343904319","2,41103061245363",9,1,8
"Lebrun - Colonel Fabien ","48,7826687073315","2,38131780177355",14,11,3
"Louis Lumière - Porte de Bagnolet","48,8643113600001","2,41052102297544",9,9,0
"Mairie du 20ème","48,865302324275","2,3990669846535",6,6,0
"Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",12,7,5
"Parc de Choisy","48,828156251575","2,3585135329033",7,7,0
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",16,14,2
"Pirogues de Bercy - Libourne","48,832308","2,38637",9,9,0
"Place Georges Guillaumin","48,8747502039566","2,30177143532599",15,8,7
"Place Madeleine Daniélou","48,883498","2,282015",15,6,9
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,10,3
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",46,15,31
"Place de la Nation - Charonne","48,848364667777","2,3997623859813",12,9,3
"Place de la Nation - Picpus","48,846821681548","2,4001130461693",21,18,3
"Place de la Porte de Châtillon","48,8242469","2,3186306",13,11,2
"Place des Marseillais","48,8266390725255","2,40592807531357",6,0,6
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",15,8,7
"Place du Maquis du Vercors","48,8773215794936","2,40837827324867",19,0,19
"Place du Président Salvador Allende","48,8973073103561","2,40079153681279",15,8,7
"Pont de Levallois-bécon ","48,8984179","2,2791311",15,8,7
"Porte d'Ivry","48,8217687475965","2,36887067556381",6,4,2
"Porte de Bagnolet","48,864707139123","2,40834463734961",8,5,3
"Porte de Charenton","48,8312401058564","2,39891074597836",20,20,0
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",16,4,12
"Raymond Poincaré - Place Victor Hugo","48,87030612437","2,28507454142023",15,15,0
"René Binet - Porte de Montmartre","48,8990510995085","2,33655340969563",20,20,0
"Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",10,10,0
"Sablons - Georges Mandel","48,863875","2,28189",15,5,10
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",6,4,2
"Sorbier - Gasnier-Guy","48,8652176310112","2,39365965127945",6,6,0
"Stalingrad - Germaine Tailleferre","48,8025720048132","2,37866912037134",12,9,3
"Stalingrad - Henri Luisette","48,7836309245659","2,36693594676193",14,7,7
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",14,9,5
"Youri Gagarine - Karl Marx","48,7844848507915","2,35908430069685",15,6,9
