"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Batignolles - Beudant","48,8821640146638","2,31985297054052",14,14,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",20,20,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",19,11,8
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",18,18,0
"Choisy - Tolbiac","48,82591155587","2,3602393269539",13,10,3
"Château de Vincennes","48,8442319325566","2,43920953770918",7,7,0
"Cimetière de Montmartre","48,886472466142","2,3328901827335",11,6,5
"Clichy - Douai","48,883687771522","2,328063700029",25,12,13
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",16,16,0
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",4,4,0
"Grande Armée - Brunel","48,876116","2,288124",15,15,0
"Général De Gaulle - Alouette","48,839109","2,4175664",2,2,0
"Hôtel de Ville de Saint-Ouen","48,911380185786","2,3340076807601",20,20,0
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",15,9,6
"Jean Jaurès - Jean Baptiste Clément ","48,8457626145401","2,23696500062943",2,1,1
"Jean Jaurès - Reine","48,8400962255885","2,23987251520157",2,2,0
"Lamarck - Saint-Ouen","48,891334555236","2,3272445342326",1,1,0
"Lamartine - Faubourg Montmartre","48,8766139828908","2,33976569026709",10,6,4
Lampes,"48,8115248198587","2,40179311484098",2,2,0
"Lucien Lanternier - Le Luth","48,9315943055887","2,28897839784622",3,3,0
"Ménil - Argenteuil","48,925901818305","2,2741496502338",8,8,0
"Navier - Epinettes","48,8958778076915","2,32267767190933",7,7,0
"Ney - Charles Hermite","48,8987480397752","2,36457545310259",15,8,7
"Pasteur - Cotentin","48,8389284","2,316356",5,3,2
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",30,30,0
"Place Charles Digeon","48,843542031336","2,41842716932297",3,3,0
"Place Jeanne d'Arc","48,829575","2,369126",13,10,3
"Place Nationale - Château-des-Rentiers","48,829268","2,365212",2,2,0
"Place Saint-Ferdinand","48,8781552978974","2,28851804786494",20,20,0
"Place Tristan Bernard","48,8791964","2,2915403",13,5,8
"Place aux Étoiles","48,9183562940846","2,35234256833792",29,20,9
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",41,38,3
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",20,18,2
"Place de la Porte de Châtillon","48,8242469","2,3186306",18,18,0
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",15,15,0
"Place du Président Salvador Allende","48,8973073103561","2,40079153681279",20,20,0
"Porte d'Aubervilliers","48,8985966194238","2,36897226423025",14,10,4
"Porte d'Ivry","48,8217687475965","2,36887067556381",21,14,7
"Porte de Clignancourt.","48,897488","2,343996",15,12,3
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",56,47,9
"Ramponeau - Belleville","48,871031137596","2,379056852114",8,8,0
"René Binet - Porte de Montmartre","48,8990510995085","2,33655340969563",17,16,1
"Rond-Point Rhin et Danube","48,8404528209918","2,22802251577377",10,7,3
"Stade de France","48,9191419535581","2,3620655760169",16,12,4
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",40,32,8
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983",14,9,5
"Victor Hugo - Magasins Généraux","48,9032814011268","2,36807238310575",15,15,0
