"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Argenteuil - Voltaire","48,9186486595556","2,28141121566296",8,6,2
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",13,13,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",17,6,11
"Camille Risch - Paul Armangot","48,774703","2,373685",8,8,0
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",13,13,0
"Chancé Milly - Cimetière Communal Sud","48,8968718938247","2,3039223253727",9,0,9
"Chernoviz - Raynouard","48,8569864146289","2,28217321814299",14,10,4
"Concorde - Stalingrad","48,7985844","2,3821302",2,1,1
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",8,3,5
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",20,11,9
"Edouard Tremblay - Julian Grimaux","48,781383825117","2,3723508417606",2,2,0
"Epi d'Or - Chevilly","48,781109786782","2,3549050362061",3,1,2
"Eugène Varlin - Place de la Paix","48,792862","2,363093",7,7,0
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",13,13,0
"Galilée - Kléber","48,8674118657137","2,29078138011482",8,3,5
"Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",12,8,4
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",7,3,4
"Gare d'Argenteuil","48,9470224368067","2,25689817219973",14,14,0
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",15,15,0
"Guy Môquet - Parvis Georges Marchais","48,7951884009598","2,35943466424942",7,7,0
"Génie - Mozart","48,7949023812189","2,37341836094856",11,11,0
"Henri Ravera - Gabriel Péri","48,7972227383384","2,30211585760117",10,10,0
"Jonquière - Docteur Paul Brousse","48,894799816684","2,31870521217322",11,11,0
"Karl Marx","48,7845279372932","2,36466679794556",13,13,0
"Lebrun - Colonel Fabien ","48,7826687073315","2,38131780177355",11,11,0
"Maine - Jean Zay","48,837925263898","2,3225428909063",12,11,1
"Maxime Gorki - Louis Aragon","48,7890981472844","2,36838787794113",12,12,0
"Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",11,10,1
"Morice - Général Leclerc","48,9024547198159","2,312892973423",2,1,1
"Ménil - Argenteuil","48,925901818305","2,2741496502338",6,0,6
"Odessa - Départ","48,842885590081","2,3244281485677",8,4,4
"Paix - Verdun","48,900504","2,261173",7,6,1
"Paul Valery - Victor Hugo","48,8713740608016","2,28871285915375",12,4,8
"Pirogues de Bercy - Libourne","48,832308","2,38637",11,8,3
"Place Pigalle","48,8827555","2,3361566",15,15,0
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",40,21,19
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",44,33,11
"Place du Maquis du Vercors","48,8773215794936","2,40837827324867",14,7,7
"Porte Pouchet-Bessières","48,8978765","2,3230632",6,0,6
"Porte de Charenton","48,8312401058564","2,39891074597836",30,26,4
"Porte de Clignancourt.","48,897488","2,343996",26,10,16
"Porte des Lilas - Faidherbe","48,8786185566898","2,41203278303146",12,4,8
"Professeur René Leriche - Général Leclerc ","48,9078284548301","2,30788797140122",11,11,0
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445",12,12,0
"Quatre Vents - Carrefour de l'Odéon","48,8517513744589","2,33816169513405",12,12,0
"Raymond Poincaré - Place Victor Hugo","48,87030612437","2,28507454142023",13,13,0
"Saint-Didier - Raymond Poincaré","48,8664231202096","2,28586349719241",14,4,10
"Saint-Fargeau - Mortier","48,8726665612226","2,40791290998459",13,3,10
"Saint-Jacques - Tombe Issoire","48,8332063305389","2,33691081404686",9,9,0
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,2,7
"Square Simon Bolivar","48,8750898883217","2,38263040781021",13,13,0
"Stalingrad - Henri Luisette","48,7836309245659","2,36693594676193",14,14,0
"Théâtre - Lourmel","48,8482070397636","2,28986587375402",12,9,3
