"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",13,4,9
"Belidor - Gouvion-Saint-Cyr","48,8802215405201","2,28546805679798",13,12,1
"Belliard - Damrémont","48,8966923877784","2,33802345038817",11,11,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",19,19,0
"Boutroux - Porte de Vitry","48,822632","2,377738",4,3,1
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",15,14,1
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",1,0,1
"Choisy - Tolbiac","48,82591155587","2,3602393269539",13,9,4
"Cimetière de Montmartre","48,886472466142","2,3328901827335",12,12,0
"Cimetière de Montrouge","48,821466904768","2,3215785772007",12,11,1
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",15,15,0
"Clichy - Douai","48,883687771522","2,328063700029",25,9,16
"Clichy - Place Blanche","48,883601088297","2,3332237824798",15,12,3
"Faubourg Poissonnière - Dunkerque","48,8808834454044","2,34993427991867",11,7,4
"Francoeur - Caulaincourt","48,8899944409612","2,34252970665693",11,11,0
"Gare RER de Vincennes","48,8475630151261","2,43338316679001",2,2,0
"Grande Armée - Brunel","48,876116","2,288124",16,16,0
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",9,9,0
"Jean Jaurès - Jean Baptiste Clément ","48,8457626145401","2,23696500062943",7,7,0
"Lagny - Victor Basch","48,8488414718988","2,42632541892523",2,2,0
"Marie-Georges Picquart - Pereire","48,8886366934971","2,31117065995932",12,3,9
"Ney - Charles Hermite","48,8987480397752","2,36457545310259",15,5,10
Olympiades,"48,826764665199","2,3650860786438",11,5,6
"Pasteur - Cotentin","48,8389284","2,316356",7,7,0
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",15,15,0
"Pereire - Saussure","48,888229075478","2,3101296275854",13,3,10
"Place Jeanne d'Arc","48,829575","2,369126",14,6,8
"Place Saint-Ferdinand","48,8781552978974","2,28851804786494",15,8,7
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",21,18,3
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",53,42,11
"Place de la Gare","48,8025335801128","2,42750376462936",2,2,0
"Place des Marseillais","48,8266390725255","2,40592807531357",6,6,0
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",24,14,10
"Porte d'Asnières","48,8903581761049","2,30362862348557",12,12,0
"Porte d'Aubervilliers","48,8985966194238","2,36897226423025",15,7,8
"Porte d'Italie","48,817161987719","2,36023630946875",9,9,0
"Porte d'Ivry","48,8217687475965","2,36887067556381",22,15,7
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639",11,11,0
"Porte de Clignancourt - Ney","48,8996411239871","2,34432142227888",12,11,1
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",13,4,9
"Porte de Saint-Ouen - Henri Huchard","48,8987083663651","2,32953608036041",12,3,9
"Professeur René Leriche - Général Leclerc ","48,9078284548301","2,30788797140122",14,3,11
"Quai Panhard et Levassor","48,8283748280967","2,38427374580557",14,10,4
"Ramponeau - Belleville","48,871031137596","2,379056852114",9,9,0
"Reims - Raymond Pitet","48,8888","2,296319",15,8,7
"René Binet - Porte de Montmartre","48,8990510995085","2,33655340969563",20,18,2
"Sablons - Georges Mandel","48,863875","2,28189",18,18,0
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,7,2
"Stade Auguste Delaune","48,8089637868388","2,43452042341232",2,2,0
"Stade de France","48,9191419535581","2,3620655760169",16,12,4
"Stalingrad - Général de Gaulle","48,823450589614","2,4965062363218",2,2,0
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",14,14,0
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983",16,14,2
"Vincent Auriol - Louise Weiss","48,834001935501","2,3703888058662",15,12,3
"Vistule - Choisy","48,8236554366061","2,36157238483429",9,9,0
"Véron - Lepic","48,8852612339525","2,33455985784531",15,11,4
"Youri Gagarine - Karl Marx","48,7844848507915","2,35908430069685",9,9,0
