"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",14,6,8
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",15,10,5
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",27,19,8
"Boulard - Daguerre","48,8344647268061","2,32933860272169",10,10,0
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",13,13,0
"Cours de Vincennes - Davout","48,847238029966","2,4107042336225",6,6,0
"Didot - Place de Moro-Giafferi","48,8337","2,3215",13,12,1
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",8,8,0
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",19,17,2
"Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",9,7,2
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",10,4,6
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",8,6,2
"Lamarck - Saint-Ouen","48,891334555236","2,3272445342326",13,4,9
"Louis Lumière.","48,8621619807001","2,41112578185621",9,7,2
"Maine - Jean Zay","48,837925263898","2,3225428909063",10,10,0
"Mairie du 18ème","48,8929392969376","2,34455108642578",11,5,6
"Mairie du 7ème","48,8577967","2,3192664",13,13,0
"Mstislav Rostropovitch - Berthier","48,892120821174","2,30923410505056",14,14,0
"Pasteur - Cotentin","48,8389284","2,316356",8,4,4
"Paul Barruel - Vaugirard","48,8401491854624","2,30443328619003",12,12,0
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",40,25,15
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",14,11,3
"Pont de Levallois-bécon ","48,8984179","2,2791311",13,13,0
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",13,5,8
"Pré Saint-Gervais - Lilas","48,877870626988","2,3959073424339",14,14,0
"René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",28,24,4
"Santé - Arago","48,8350765756206","2,34157372620449",8,8,0
"Solitaires - Place des Fêtes","48,876601","2,391769",14,14,0
"Stalingrad - Henri Luisette","48,7836309245659","2,36693594676193",13,7,6
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",26,14,12
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983",15,15,0
