"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Arche - Léonard de Vinci","48,897909724945","2,23837230436449",14,9,5
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",9,6,3
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",8,3,5
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",14,9,5
"Château de Vincennes","48,8442319325566","2,43920953770918",12,12,0
"Clichy - Douai","48,883687771522","2,328063700029",29,27,2
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",14,14,0
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",13,12,1
"Froidevaux - Boulard","48,835147319625","2,3294411972165",9,5,4
"Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",13,13,0
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",26,24,2
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",15,12,3
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",5,5,0
"Gare de Laplace","48,8089319911418","2,33494609594345",8,4,4
"Gare du Nord - Denain","48,879595787608","2,3544725775719",12,3,9
"Gare du Nord - Saint-Vincent de Paul","48,880955741648","2,3524305148385",11,6,5
"Halles - Bourdonnais","48,860448992575","2,3460162431002",15,2,13
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",9,9,0
"Jardin d'Acclimatation","48,8787722425105","2,27077223360538",14,14,0
"Jourdan - Stade Charléty","48,819428333369","2,3433353751898",5,4,1
"Parvis Corentin Celton","48,8274725252273","2,27843195199966",3,2,1
"Paul Doumer - Stalingrad","48,806518992199","2,3368880152702",7,5,2
"Pirogues de Bercy - Libourne","48,832308","2,38637",15,8,7
"Place Jeanne d'Arc","48,829575","2,369126",26,23,3
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",26,22,4
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",30,25,5
"Place de la Nation - Picpus","48,846821681548","2,4001130461693",14,14,0
"Place du Docteur Yersin","48,8201049499198","2,37255837768316",13,5,8
"Porte d'Aubervilliers","48,8985966194238","2,36897226423025",13,4,9
"Porte de Saint-Ouen - Bessières","48,8979224085452","2,32851451022192",30,17,13
"Porte de Saint-Ouen - Henri Huchard","48,8987083663651","2,32953608036041",14,14,0
"Schoelcher - Raspail","48,8368173352684","2,33127940804115",11,11,0
"Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",13,7,6
"Verdun - Adrien Damalix","48,8222334178559","2,42153283208609",9,8,1
"Villette - Belleville","48,8726877314","2,376461327076",15,14,1
