"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791","Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",17,4,13
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286","Place de la Nation - Picpus","48,846821681548","2,4001130461693",16,5,11
"Filles Saint-Thomas - Place de la Bourse","48,868899890853","2,3397543845203","Square Louise Michel","48,884687354509","2,3441386967897",8,5,3
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034","Place du Docteur Yersin","48,8201049499198","2,37255837768316",15,1,14
"Lobau - Hôtel de Ville","48,8562118","2,3532536","Gare de l'Est - Place du 11 Novembre 1918","48,876327","2,3585464",19,1,18
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Batignolles - Rome","48,8818233705668","2,32025898993015",13,2,11
"Harpe - Saint-Germain","48,851518815017","2,3436703160405","Maine - Jean Zay","48,837925263898","2,3225428909063",13,0,13
"Bercy - Villot","48,841795009027","2,3767850184816","Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",16,5,11
"Rivoli - Musée du Louvre","48,8636463685194","2,33409583568573","Saint Georges - d'Aumale","48,8777863959967","2,33742982149124",15,4,11
"Commandant Rivière","48,872933","2,309796","Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",16,6,10
"Place Balard","48,836395736424","2,2784192115068","Félix Faure - Convention","48,841249336041","2,2883866008495",16,6,10
"Saint-Séverin - Saint-Michel","48,852731305488","2,3440927639604","Froidevaux - Boulard","48,835147319625","2,3294411972165",13,1,12
"Place Valhubert","48,844182577315","2,3640366643667","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,2,11
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Batignolles - Beudant","48,8821640146638","2,31985297054052",13,0,13
"Place Balard","48,836395736424","2,2784192115068","Lecourbe - Convention","48,839233192419","2,29151979088783",15,8,7
"Filles Saint-Thomas - Place de la Bourse","48,868899890853","2,3397543845203","Square Montholon","48,876620377545","2,34576411545277",14,7,7
"Place Saint-André des Arts","48,852886173881","2,34265442937613","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,2,11
"Lobau - Hôtel de Ville","48,8562118","2,3532536","Bellefond - Maubeuge","48,878255397645","2,3452642187476",15,2,13
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286","Buzenval - Avron","48,8516172049987","2,40151359730767",16,1,15
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Brochant - Clichy","48,8903299891204","2,31973055992978",10,8,2
"Marignan - Champs-Elysées","48,869495661232","2,3066138139003","Courcelles - Place des Ternes","48,8781999289231","2,2992860188665",16,8,8
"Place Balard","48,836395736424","2,2784192115068","Porte de la Plaine","48,8280516960598","2,29242771863937",15,4,11
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357","Choisy - Malmaisons","48,8219197029561","2,36334688340709",15,7,8
"Place de la Madeleine - Royale","48,869228052648","2,324421107769","Chazelles - Courcelles ","48,879406604954","2,3034455627203",12,3,9
"Filles Saint-Thomas - Place de la Bourse","48,868899890853","2,3397543845203","Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",15,4,11
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Batignolles - Abel Truchet","48,8831039045822","2,32383474908838",8,2,6
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Mairie de La Garenne Colombes","48,9066382346868","2,24679596722126",10,6,4
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Mairie de La Garenne Colombes","48,9066382346868","2,24679596722126",4,2,2
Bercy.,"48,839966914994","2,3788625746965","Place de la Nation - Charonne","48,848364667777","2,3997623859813",16,2,14
"Parvis Corentin Celton","48,8274725252273","2,27843195199966","Lucie Aubrac - Fort","48,818144834009","2,27118462324143",18,3,15
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Place des Ternes.","48,8784386312265","2,2977277636528",7,4,3
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,3,10
"Place de la Reine Astrid","48,8649209825384","2,30254918238593","Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",16,8,8
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395","Italie - Tolbiac","48,8255722946442","2,3576171323657",15,8,7
"Parc Suzanne Lenglen","48,8332506905379","2,27654032409191","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",15,3,12
"Jean Mermoz - Champs-Elysées","48,869689856852","2,3107324540615","Pereire - Saussure","48,888229075478","2,3101296275854",20,11,9
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816","Square Raymond Souplex","48,8918372147891","2,3354261031659",16,3,13
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Alfred Roll - Berthier","48,8878085705287","2,30009529817631",13,3,10
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034","Porte d'Ivry","48,8217687475965","2,36887067556381",15,4,11
"Rome - Provence","48,8742300555803","2,32557011172411","Pereire - Place de Wagram","48,8870706075812","2,30411112453146",15,7,8
"Toudouze - Clauzel","48,8792959173351","2,33736008405685","Lepic - Armée d'Orient","48,8875364038142","2,33430773019791",15,11,4
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085","Jardin Marguerite Long","48,8816985773914","2,28365756571293",16,7,9
"Naples - Rome","48,8799607008462","2,32135869562626","Place des Ternes.","48,8784386312265","2,2977277636528",3,0,3
"Charles de Gaulle - Orléans ","48,8809222510152","2,27158159017563","Edith Cavell - Volta","48,901616564287","2,26935435086489",11,2,9
"Lisbonne - Monceau","48,8774556768138","2,30969422141951","Parc Monceau","48,881077914129","2,3095492646098",13,6,7
"Lobau - Hôtel de Ville","48,8562118","2,3532536","Mairie du 4ème","48,8559499104965","2,35638231039047",9,1,8
