"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072",Saint-Sulpice,"48,8516538317842","2,3308077827096",6,4,2
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433","Mairie du Kremlin-Bicêtre","48,811919815377","2,35701899975538",6,1,5
"Place de la Bastille - Bourdon","48,852364355271","2,3681089282036","Froment - Bréguet","48,8570414504784","2,37289470306807",7,0,7
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352","Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",17,0,17
"Mazagran - Bonne Nouvelle","48,870047123655","2,3511248454452","Strasbourg - Saint-Denis","48,869601642433","2,3542908579111",3,0,3
"Place de la République - Temple","48,867211201859","2,3635464370545","Richard Lenoir - Republique","48,8667175","2,3692541",3,1,2
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352","Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823",3,0,3
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352","Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823",9,0,9
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352","Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823",5,1,4
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",3,0,3
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,0,9
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",11,0,11
"Gare des Vallées","48,913179","2,257726","Pierre Ginier - Clichy","48,8867667","2,326228",9,4,5
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983","Bara - Henri Farman","48,8332180274578","2,26775676012039",9,0,9
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",3,0,3
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Porte d'Ivry","48,8217687475965","2,36887067556381",13,9,4
"René Boulanger - Lancry","48,8685433","2,3600032","Saint-Lazare - Place d'Estienne d'Orves","48,8768345","2,3329067",8,0,8
"René Boulanger - Lancry","48,8685433","2,3600032","Sorbonne - Ecoles","48,849686566191","2,3434996604919",7,1,6
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Jourdan - Cité Universitaire","48,8198973431567","2,33970079641244",13,0,13
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791","Général Martial Valin - Pont du Garigliano","48,8382309426914","2,27050602436066",9,2,7
"Bastille - Biscornet","48,851355779579","2,369220033288","Ménilmontant - Père Lachaise","48,863287291502","2,3869940266013",16,0,16
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",15,3,12
"Pontoise - La Tournelle","48,8504580091884","2,35245427549219","Jean Calvin - Tournefort","48,8415885692578","2,34848957508802",11,1,10
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639","Square Louise Michel","48,884687354509","2,3441386967897",5,1,4
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639","Place des Abbesses","48,8845427261497","2,33868677169085",10,1,9
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823","Batignolles - Beudant","48,8821640146638","2,31985297054052",20,7,13
"Rond-Point Rhin et Danube","48,8404528209918","2,22802251577377","Mozart - Jasmin","48,8528612487169","2,26848357065151",14,2,12
"Harpe - Saint-Germain","48,851518815017","2,3436703160405","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",12,0,12
