"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Théophile Gautier - François Millet","48,8503482132064","2,27302998304367","Porte Molitor","48,8452476351143","2,25690152496099",15,2,13
"Place Etienne Pernet","48,8424345713378","2,29218196123838","Chernoviz - Raynouard","48,8569864146289","2,28217321814299",8,0,8
"Place Etienne Pernet","48,8424345713378","2,29218196123838","Place Fernand Forest","48,8492691438359","2,28186316788197",8,2,6
"Square Bela Bartok","48,851201568304","2,28465367108583","Chernoviz - Raynouard","48,8569864146289","2,28217321814299",8,1,7
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Lucien Bossoutrot - Général Martial Vallin","48,836956046311","2,2741072252393",16,1,15
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Benjamin Godard - Victor Hugo","48,865983","2,275725",16,2,14
"Place Robert Guillemard","48,8361917280667","2,28112671600864","Quai du Président Roosevelt - Pont Aval","48,8343883676388","2,26568207144737",15,2,13
"Cauchy - Cévennes","48,8433725710224","2,27513283491135","Parc Suzanne Lenglen","48,8332506905379","2,27654032409191",16,1,15
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",16,0,16
"Carrefour Pleyel","48,9203415696033","2,34385438263416","Leibniz - Jean Dollfus","48,896328348516","2,33339042383468",8,2,6
"Carrefour Pleyel","48,9203415696033","2,34385438263416","Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",8,1,7
"Gare RER de Saint-Denis","48,9355432424818","2,3471488058567","Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",4,2,2
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Naples - Rome","48,8799607008462","2,32135869562626",17,2,15
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085","Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",10,0,10
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Leibniz - Jean Dollfus","48,896328348516","2,33339042383468",15,5,10
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Place du Maréchal Juin - Péreire","48,885263","2,298286",17,0,17
"Fille du Calvaire - Turenne","48,8621050541256","2,3649600148201","Alibert - Jemmapes","48,871044051984","2,3661044619878",16,1,15
"Payenne - Square George Caïn","48,8578329","2,3622643","Saint-Ambroise - Parmentier","48,862147844548","2,3772348091006",13,1,12
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Pereire - Place de Wagram","48,8870706075812","2,30411112453146",16,7,9
"Bastille - Beaumarchais","48,853833463852","2,3685702681541","Claude Vellefaux - Hôpital Saint-Louis","48,872859139003","2,3700717069851",7,0,7
"Saint-Antoine Sévigné","48,8550222","2,3612322","Parmentier - Hôpital Saint-Louis","48,871379874257","2,3698963836667",8,0,8
